filename,card_number,card_date_year,card_date_month,card_date_day,compiler,observation
HCOAnnouncement0002_0002.innodata.xml,15,1927,1,19,Harlow Shapley,
HCOAnnouncement0002_0002.innodata.jpg,15,1927,1,19,Harlow Shapley,
HCOAnnouncement0002_0002.innodata.txt,15,1927,1,19,Harlow Shapley,
HCOAnnouncement0002_0002_a.innodata.csv,15,1927,1,19,Harlow Shapley,BLATHWAYT’S COMET
HCOAnnouncement0002_0003.innodata.xml,16,1927,1,29,Harlow Shapley,
HCOAnnouncement0002_0003.innodata.jpg,16,1927,1,29,Harlow Shapley,
HCOAnnouncement0002_0003.innodata.txt,16,1927,1,29,Harlow Shapley,
HCOAnnouncement0002_0003_a.innodata.csv,16,1927,1,29,Harlow Shapley,New Comet
HCOAnnouncement0002_0004.innodata.xml,17,1927,2,7,Harlow Shapley,
HCOAnnouncement0002_0004.innodata.jpg,17,1927,2,7,Harlow Shapley,
HCOAnnouncement0002_0004.innodata.txt,17,1927,2,7,Harlow Shapley,
HCOAnnouncement0002_0004_a.innodata.csv,17,1927,2,7,Harlow Shapley,ORBIT OF REID'S COMET
HCOAnnouncement0002_0004_b.innodata.csv,17,1927,2,7,Harlow Shapley,EPHEMERIS FOR REID'S COMET
HCOAnnouncement0002_0005.innodata.xml,18,1927,2,12,Harlow Shapley,
HCOAnnouncement0002_0005.innodata.jpg,18,1927,2,12,Harlow Shapley,
HCOAnnouncement0002_0005.innodata.txt,18,1927,2,12,Harlow Shapley,
HCOAnnouncement0002_0005_a.innodata.csv,18,1927,2,12,Harlow Shapley,NEW OBJECT
HCOAnnouncement0002_0006.innodata.xml,19,1927,3,4,Harlow Shapley,
HCOAnnouncement0002_0006.innodata.jpg,19,1927,3,4,Harlow Shapley,
HCOAnnouncement0002_0006.innodata.txt,19,1927,3,4,Harlow Shapley,
HCOAnnouncement0002_0006_a.innodata.csv,19,1927,3,4,Harlow Shapley,Comet Pons-Winnecke
HCOAnnouncement0002_0007.innodata.xml,20,1927,3,9,Harlow Shapley,
HCOAnnouncement0002_0007.innodata.jpg,20,1927,3,9,Harlow Shapley,
HCOAnnouncement0002_0007.innodata.txt,20,1927,3,9,Harlow Shapley,
HCOAnnouncement0002_0007_a.innodata.csv,20,1927,3,9,Harlow Shapley,Comet Pons-Winnecke
HCOAnnouncement0002_0008.innodata.xml,21,1927,3,14,Harlow Shapley,
HCOAnnouncement0002_0008.innodata.jpg,21,1927,3,14,Harlow Shapley,
HCOAnnouncement0002_0008.innodata.txt,21,1927,3,14,Harlow Shapley,
HCOAnnouncement0002_0008_a.innodata.csv,21,1927,3,14,Harlow Shapley,STEARNS’ COMET
HCOAnnouncement0002_0008_b.innodata.csv,21,1927,3,14,Harlow Shapley,STEARNS’ COMET
HCOAnnouncement0002_0009.innodata.xml,22,1927,3,16,Harlow Shapley,
HCOAnnouncement0002_0009.innodata.jpg,22,1927,3,16,Harlow Shapley,
HCOAnnouncement0002_0009.innodata.txt,22,1927,3,16,Harlow Shapley,
HCOAnnouncement0002_0009_a.innodata.csv,22,1927,3,16,Harlow Shapley,STEARNS’ COMET
HCOAnnouncement0002_0010.innodata.xml,23,1927,3,18,Harlow Shapley,
HCOAnnouncement0002_0010.innodata.jpg,23,1927,3,18,Harlow Shapley,
HCOAnnouncement0002_0010.innodata.txt,23,1927,3,18,Harlow Shapley,
HCOAnnouncement0002_0010_a.innodata.csv,23,1927,3,18,Harlow Shapley,STEARNS’ COMET
HCOAnnouncement0002_0010_b.innodata.csv,23,1927,3,18,Harlow Shapley,STEARNS’ COMET
HCOAnnouncement0002_0011.innodata.xml,24,1927,3,21,Harlow Shapley,
HCOAnnouncement0002_0011.innodata.jpg,24,1927,3,21,Harlow Shapley,
HCOAnnouncement0002_0011.innodata.txt,24,1927,3,21,Harlow Shapley,
HCOAnnouncement0002_0011_a.innodata.csv,24,1927,3,21,Harlow Shapley,STEARNS’ COMET
HCOAnnouncement0002_0011_b.innodata.csv,24,1927,3,21,Harlow Shapley,STEARNS’ COMET
HCOAnnouncement0002_0012.innodata.xml,25,1927,4,1,Harlow Shapley,
HCOAnnouncement0002_0012.innodata.jpg,25,1927,4,1,Harlow Shapley,
HCOAnnouncement0002_0012.innodata.txt,25,1927,4,1,Harlow Shapley,
HCOAnnouncement0002_0012_a.innodata.csv,25,1927,4,1,Harlow Shapley,COMET GRIGG-SKJELLERUP
HCOAnnouncement0002_0013.innodata.xml,26,1927,4,20,Harlow Shapley,
HCOAnnouncement0002_0013.innodata.jpg,26,1927,4,20,Harlow Shapley,
HCOAnnouncement0002_0013.innodata.txt,26,1927,4,20,Harlow Shapley,
HCOAnnouncement0002_0013_a.innodata.csv,26,1927,4,20,Harlow Shapley,ELLIPTICAL ORBIT OF STEARNS' COMET
HCOAnnouncement0002_0013_b.innodata.csv,26,1927,4,20,Harlow Shapley,ELLIPTICAL ORBIT OF STEARNS' COMET
HCOAnnouncement0002_0013_c.innodata.csv,26,1927,4,20,Harlow Shapley,ELLIPTICAL ORBIT OF STEARNS' COMET
HCOAnnouncement0002_0014.innodata.xml,27,1927,6,9,Harlow Shapley,
HCOAnnouncement0002_0014.innodata.jpg,27,1927,6,9,Harlow Shapley,
HCOAnnouncement0002_0014.innodata.txt,27,1927,6,9,Harlow Shapley,
HCOAnnouncement0002_0014_a.innodata.csv,27,1927,6,9,Harlow Shapley,New Comet
HCOAnnouncement0002_0015.innodata.xml,28,1927,6,13,Harlow Shapley,
HCOAnnouncement0002_0015.innodata.jpg,28,1927,6,13,Harlow Shapley,
HCOAnnouncement0002_0015.innodata.txt,28,1927,6,13,Harlow Shapley,
HCOAnnouncement0002_0015_a.innodata.csv,28,1927,6,13,Harlow Shapley,GALE'S COMET
HCOAnnouncement0002_0016.innodata.xml,29,1927,6,21,Harlow Shapley,
HCOAnnouncement0002_0016.innodata.jpg,29,1927,6,21,Harlow Shapley,
HCOAnnouncement0002_0016.innodata.txt,29,1927,6,21,Harlow Shapley,
HCOAnnouncement0002_0016_a.innodata.csv,29,1927,6,21,Harlow Shapley,STEARNS’ COMET
HCOAnnouncement0002_0016_b.innodata.csv,29,1927,6,21,Harlow Shapley,STEARNS’ COMET
HCOAnnouncement0002_0017.innodata.xml,30,1927,8,16,Harlow Shapley,
HCOAnnouncement0002_0017.innodata.jpg,30,1927,8,16,Harlow Shapley,
HCOAnnouncement0002_0017.innodata.txt,30,1927,8,16,Harlow Shapley,
HCOAnnouncement0002_0017_a.innodata.csv,30,1927,8,16,Harlow Shapley,NOV
HCOAnnouncement0002_0017_b.innodata.csv,30,1927,8,16,Harlow Shapley,NOV
HCOAnnouncement0002_0018.innodata.xml,31,1927,8,19,Harlow Shapley,
HCOAnnouncement0002_0018.innodata.jpg,31,1927,8,19,Harlow Shapley,
HCOAnnouncement0002_0018.innodata.txt,31,1927,8,19,Harlow Shapley,
HCOAnnouncement0002_0018_a.innodata.csv,31,1927,8,19,Harlow Shapley,WOLF'S NOV
HCOAnnouncement0002_0018_b.innodata.csv,31,1927,8,19,Harlow Shapley,WOLF'S NOV
HCOAnnouncement0002_0019.innodata.xml,32,1927,10,6,Harlow Shapley,
HCOAnnouncement0002_0019.innodata.jpg,32,1927,10,6,Harlow Shapley,
HCOAnnouncement0002_0019.innodata.txt,32,1927,10,6,Harlow Shapley,
HCOAnnouncement0002_0019_a.innodata.csv,32,1927,10,6,Harlow Shapley,COMETARY OBJECT
HCOAnnouncement0002_0019_b.innodata.csv,32,1927,10,6,Harlow Shapley,COMET SCHAUMASSE
HCOAnnouncement0002_0020.innodata.xml,33,1927,10,17,Harlow Shapley,
HCOAnnouncement0002_0020.innodata.jpg,33,1927,10,17,Harlow Shapley,
HCOAnnouncement0002_0020.innodata.txt,33,1927,10,17,Harlow Shapley,
HCOAnnouncement0002_0020_a.innodata.csv,33,1927,10,17,Harlow Shapley,COMET SCHAUMASSE
HCOAnnouncement0002_0021.innodata.xml,34,1927,10,25,Harlow Shapley,
HCOAnnouncement0002_0021.innodata.jpg,34,1927,10,25,Harlow Shapley,
HCOAnnouncement0002_0021.innodata.txt,34,1927,10,25,Harlow Shapley,
HCOAnnouncement0002_0021_a.innodata.csv,34,1927,10,25,Harlow Shapley,COMET SCHAUMASSE
HCOAnnouncement0002_0021_b.innodata.csv,34,1927,10,25,Harlow Shapley,COMET SCHAUMASSE
HCOAnnouncement0002_0022.innodata.xml,35,1927,11,14,Harlow Shapley,
HCOAnnouncement0002_0022.innodata.jpg,35,1927,11,14,Harlow Shapley,
HCOAnnouncement0002_0022.innodata.txt,35,1927,11,14,Harlow Shapley,
HCOAnnouncement0002_0022_a.innodata.csv,35,1927,11,14,Harlow Shapley,ENCKE'S COMET
HCOAnnouncement0002_0023.innodata.xml,36,1927,11,18,Harlow Shapley,
HCOAnnouncement0002_0023.innodata.jpg,36,1927,11,18,Harlow Shapley,
HCOAnnouncement0002_0023.innodata.txt,36,1927,11,18,Harlow Shapley,
HCOAnnouncement0002_0023_a.innodata.csv,36,1927,11,18,Harlow Shapley,ENCKE'S COMET
HCOAnnouncement0002_0023_b.innodata.csv,36,1927,11,18,Harlow Shapley,ENCKE'S COMET
HCOAnnouncement0002_0024.innodata.xml,37,1927,11,21,Harlow Shapley,
HCOAnnouncement0002_0024.innodata.jpg,37,1927,11,21,Harlow Shapley,
HCOAnnouncement0002_0024.innodata.txt,37,1927,11,21,Harlow Shapley,
HCOAnnouncement0002_0024_a.innodata.csv,37,1927,11,21,Harlow Shapley,New Comet
HCOAnnouncement0002_0024_b.innodata.csv,37,1927,11,21,Harlow Shapley,NOV
HCOAnnouncement0002_0024_c.innodata.csv,37,1927,11,21,Harlow Shapley,NOV
HCOAnnouncement0002_0025.innodata.xml,38,1927,11,23,Harlow Shapley,
HCOAnnouncement0002_0025.innodata.jpg,38,1927,11,23,Harlow Shapley,
HCOAnnouncement0002_0025.innodata.txt,38,1927,11,23,Harlow Shapley,
HCOAnnouncement0002_0025_a.innodata.csv,38,1927,11,23,Harlow Shapley,Occultation of B.D
HCOAnnouncement0002_0026.innodata.xml,39,1927,11,25,Harlow Shapley,
HCOAnnouncement0002_0026.innodata.jpg,39,1927,11,25,Harlow Shapley,
HCOAnnouncement0002_0026.innodata.txt,39,1927,11,25,Harlow Shapley,
HCOAnnouncement0002_0026_a.innodata.csv,39,1927,11,25,Harlow Shapley,COMET SCHWASSMANN
HCOAnnouncement0002_0026_b.innodata.csv,39,1927,11,25,Harlow Shapley,COMET SCHWASSMANN
HCOAnnouncement0002_0027.innodata.xml,40,1927,12,5,Harlow Shapley,
HCOAnnouncement0002_0027.innodata.jpg,40,1927,12,5,Harlow Shapley,
HCOAnnouncement0002_0027.innodata.txt,40,1927,12,5,Harlow Shapley,
HCOAnnouncement0002_0027_a.innodata.csv,40,1927,12,5,Harlow Shapley,New Comet
HCOAnnouncement0002_0027_b.innodata.csv,40,1927,12,5,Harlow Shapley,NOVA TAURI 1927
HCOAnnouncement0002_0028.innodata.xml,41,1927,12,6,Harlow Shapley,
HCOAnnouncement0002_0028.innodata.jpg,41,1927,12,6,Harlow Shapley,
HCOAnnouncement0002_0028.innodata.txt,41,1927,12,6,Harlow Shapley,
HCOAnnouncement0002_0028_a.innodata.csv,41,1927,12,6,Harlow Shapley,New Comet
HCOAnnouncement0002_0029.innodata.xml,42,1927,12,12,Harlow Shapley,
HCOAnnouncement0002_0029.innodata.jpg,42,1927,12,12,Harlow Shapley,
HCOAnnouncement0002_0029.innodata.txt,42,1927,12,12,Harlow Shapley,
HCOAnnouncement0002_0029_a.innodata.csv,42,1927,12,12,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0029_b.innodata.csv,42,1927,12,12,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0029_c.innodata.csv,42,1927,12,12,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0029_d.innodata.csv,42,1927,12,12,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0030.innodata.xml,43,1927,12,16,Harlow Shapley,
HCOAnnouncement0002_0030.innodata.jpg,43,1927,12,16,Harlow Shapley,
HCOAnnouncement0002_0030.innodata.txt,43,1927,12,16,Harlow Shapley,
HCOAnnouncement0002_0030_a.innodata.csv,43,1927,12,16,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0031.innodata.xml,44,1927,12,19,Harlow Shapley,
HCOAnnouncement0002_0031.innodata.jpg,44,1927,12,19,Harlow Shapley,
HCOAnnouncement0002_0031.innodata.txt,44,1927,12,19,Harlow Shapley,
HCOAnnouncement0002_0031_a.innodata.csv,44,1927,12,19,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0031_b.innodata.csv,44,1927,12,19,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0031_c.innodata.csv,44,1927,12,19,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0032.innodata.xml,45,1927,12,19,Harlow Shapley,
HCOAnnouncement0002_0032.innodata.jpg,45,1927,12,19,Harlow Shapley,
HCOAnnouncement0002_0032.innodata.txt,45,1927,12,19,Harlow Shapley,
HCOAnnouncement0002_0032_a.innodata.csv,45,1927,12,19,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0033.innodata.xml,46,1927,12,21,Harlow Shapley,
HCOAnnouncement0002_0033.innodata.jpg,46,1927,12,21,Harlow Shapley,
HCOAnnouncement0002_0033.innodata.txt,46,1927,12,21,Harlow Shapley,
HCOAnnouncement0002_0033_a.innodata.csv,46,1927,12,21,Harlow Shapley,SKJELLERUP COMET
HCOAnnouncement0002_0033_b.innodata.csv,46,1927,12,21,Harlow Shapley,COMET SCHAUMASSE
HCOAnnouncement0002_0034.innodata.xml,47,1927,12,23,Harlow Shapley,
HCOAnnouncement0002_0034.innodata.jpg,47,1927,12,23,Harlow Shapley,
HCOAnnouncement0002_0034.innodata.txt,47,1927,12,23,Harlow Shapley,
HCOAnnouncement0002_0034_a.innodata.csv,47,1927,12,23,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0035.innodata.xml,48,1927,12,27,Harlow Shapley,
HCOAnnouncement0002_0035.innodata.jpg,48,1927,12,27,Harlow Shapley,
HCOAnnouncement0002_0035.innodata.txt,48,1927,12,27,Harlow Shapley,
HCOAnnouncement0002_0035_a.innodata.csv,48,1927,12,27,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0035_b.innodata.csv,48,1927,12,27,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0002_0035_c.innodata.csv,48,1927,12,27,Harlow Shapley,"SCHWASSMANN-WACHMANN COMET, 1927j"
HCOAnnouncement0002_0035_d.innodata.csv,48,1927,12,27,Harlow Shapley,"SCHWASSMANN-WACHMANN COMET, 1927j"
HCOAnnouncement0003_0001.innodata.xml,49,1928,1,8,Harlow Shapley,
HCOAnnouncement0003_0001.innodata.jpg,49,1928,1,8,Harlow Shapley,
HCOAnnouncement0003_0001.innodata.txt,49,1928,1,8,Harlow Shapley,
HCOAnnouncement0003_0001_a.innodata.csv,49,1928,1,8,Harlow Shapley,"SCHWASSMANN-WACHMANN COMET, 1927j"
HCOAnnouncement0003_0001_b.innodata.csv,49,1928,1,8,Harlow Shapley,"SCHWASSMANN-WACHMANN COMET, 1927j"
HCOAnnouncement0003_0001_c.innodata.csv,49,1928,1,8,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0003_0001_d.innodata.csv,49,1928,1,8,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0003_0001_e.innodata.csv,49,1928,1,8,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0003_0002.innodata.xml,50,1928,1,9,Harlow Shapley,
HCOAnnouncement0003_0002.innodata.jpg,50,1928,1,9,Harlow Shapley,
HCOAnnouncement0003_0002.innodata.txt,50,1928,1,9,Harlow Shapley,
HCOAnnouncement0003_0002_a.innodata.csv,50,1928,1,9,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0003_0002_b.innodata.csv,50,1928,1,9,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0003_0003.innodata.xml,51,1928,1,23,Harlow Shapley,
HCOAnnouncement0003_0003.innodata.jpg,51,1928,1,23,Harlow Shapley,
HCOAnnouncement0003_0003.innodata.txt,51,1928,1,23,Harlow Shapley,
HCOAnnouncement0003_0003_a.innodata.csv,51,1928,1,23,Harlow Shapley,SCHWASSMANN-WACHMANN COMET
HCOAnnouncement0003_0004.innodata.xml,52,1928,1,27,Harlow Shapley,
HCOAnnouncement0003_0004.innodata.jpg,52,1928,1,27,Harlow Shapley,
HCOAnnouncement0003_0004.innodata.txt,52,1928,1,27,Harlow Shapley,
HCOAnnouncement0003_0004_a.innodata.csv,52,1928,1,27,Harlow Shapley,"SKJELLERUP'S COMET, 1927 k"
HCOAnnouncement0003_0004_b.innodata.csv,52,1928,1,27,Harlow Shapley,SCHWASSMANN-WACHMANN COMET
HCOAnnouncement0003_0005.innodata.xml,53,1928,2,2,Harlow Shapley,
HCOAnnouncement0003_0005.innodata.jpg,53,1928,2,2,Harlow Shapley,
HCOAnnouncement0003_0005.innodata.txt,53,1928,2,2,Harlow Shapley,
HCOAnnouncement0003_0005_a.innodata.csv,53,1928,2,2,Harlow Shapley,"SCHWASSMANN-WACHMANN COMET, 1927j"
HCOAnnouncement0003_0005_b.innodata.csv,53,1928,2,2,Harlow Shapley,"SCHWASSMANN-WACHMANN COMET, 1927j"
HCOAnnouncement0003_0005_c.innodata.csv,53,1928,2,2,Harlow Shapley,"SCHWASSMANN-WACHMANN COMET, 1927j"
HCOAnnouncement0003_0005_d.innodata.csv,53,1928,2,2,Harlow Shapley,"SCHWASSMANN-WACHMANN COMET, 1927j"
HCOAnnouncement0003_0006.innodata.xml,54,1928,2,4,Harlow Shapley,
HCOAnnouncement0003_0006.innodata.jpg,54,1928,2,4,Harlow Shapley,
HCOAnnouncement0003_0006.innodata.txt,54,1928,2,4,Harlow Shapley,
HCOAnnouncement0003_0006_a.innodata.csv,54,1928,2,4,Harlow Shapley,New Comet
HCOAnnouncement0003_0007.innodata.xml,55,1928,2,7,Harlow Shapley,
HCOAnnouncement0003_0007.innodata.jpg,55,1928,2,7,Harlow Shapley,
HCOAnnouncement0003_0007.innodata.txt,55,1928,2,7,Harlow Shapley,
HCOAnnouncement0003_0007_a.innodata.csv,55,1928,2,7,Harlow Shapley,SCHWASSMANN-WACHMANN COMET
HCOAnnouncement0003_0008.innodata.xml,56,1928,2,24,Harlow Shapley,
HCOAnnouncement0003_0008.innodata.jpg,56,1928,2,24,Harlow Shapley,
HCOAnnouncement0003_0008.innodata.txt,56,1928,2,24,Harlow Shapley,
HCOAnnouncement0003_0008_a.innodata.csv,56,1928,2,24,Harlow Shapley,New Comet
HCOAnnouncement0003_0008_b.innodata.csv,56,1928,2,24,Harlow Shapley,SCHWASSMANN-WACHMANN COMET
HCOAnnouncement0003_0009.innodata.xml,57,1928,2,27,Harlow Shapley,
HCOAnnouncement0003_0009.innodata.jpg,57,1928,2,27,Harlow Shapley,
HCOAnnouncement0003_0009.innodata.txt,57,1928,2,27,Harlow Shapley,
HCOAnnouncement0003_0009_a.innodata.csv,57,1928,2,27,Harlow Shapley,REINMUTH'S COMET
HCOAnnouncement0003_0009_b.innodata.csv,57,1928,2,27,Harlow Shapley,REINMUTH'S COMET
HCOAnnouncement0003_0009_c.innodata.csv,57,1928,2,27,Harlow Shapley,REINMUTH'S COMET
HCOAnnouncement0003_0010.innodata.xml,58,1928,2,29,Harlow Shapley,
HCOAnnouncement0003_0010.innodata.jpg,58,1928,2,29,Harlow Shapley,
HCOAnnouncement0003_0010.innodata.txt,58,1928,2,29,Harlow Shapley,
HCOAnnouncement0003_0010_a.innodata.csv,58,1928,2,29,Harlow Shapley,REINMUTH'S COMET
HCOAnnouncement0003_0011.innodata.xml,59,1928,3,5,Harlow Shapley,
HCOAnnouncement0003_0011.innodata.jpg,59,1928,3,5,Harlow Shapley,
HCOAnnouncement0003_0011.innodata.txt,59,1928,3,5,Harlow Shapley,
HCOAnnouncement0003_0011_a.innodata.csv,59,1928,3,5,Harlow Shapley,REINMUTH'S COMET
HCOAnnouncement0003_0012.innodata.xml,60,1928,3,7,Harlow Shapley,
HCOAnnouncement0003_0012.innodata.jpg,60,1928,3,7,Harlow Shapley,
HCOAnnouncement0003_0012.innodata.txt,60,1928,3,7,Harlow Shapley,
HCOAnnouncement0003_0012_a.innodata.csv,60,1928,3,7,Harlow Shapley,REINMUTH'S COMET
HCOAnnouncement0003_0012_b.innodata.csv,60,1928,3,7,Harlow Shapley,CORRECTION
HCOAnnouncement0003_0013.innodata.xml,61,1928,3,14,Harlow Shapley,
HCOAnnouncement0003_0013.innodata.jpg,61,1928,3,14,Harlow Shapley,
HCOAnnouncement0003_0013.innodata.txt,61,1928,3,14,Harlow Shapley,
HCOAnnouncement0003_0013_a.innodata.csv,61,1928,3,14,Harlow Shapley,ε AURIGAE.
HCOAnnouncement0003_0014.innodata.xml,62,1928,3,15,Harlow Shapley,
HCOAnnouncement0003_0014.innodata.jpg,62,1928,3,15,Harlow Shapley,
HCOAnnouncement0003_0014.innodata.txt,62,1928,3,15,Harlow Shapley,
HCOAnnouncement0003_0014_a.innodata.csv,62,1928,3,15,Harlow Shapley,SKJELLERUP'S COMET
HCOAnnouncement0003_0015.innodata.xml,63,1928,3,21,Harlow Shapley,
HCOAnnouncement0003_0015.innodata.jpg,63,1928,3,21,Harlow Shapley,
HCOAnnouncement0003_0015.innodata.txt,63,1928,3,21,Harlow Shapley,
HCOAnnouncement0003_0015_a.innodata.csv,63,1928,3,21,Harlow Shapley,ε AURIGAE.
