filename,file_type,card_number,card_date_year,card_date_month,card_date_day,contributor,observation,all_observations,series_name,url,subjects,topic_class,permalink
HCOAnnouncement0001_0002_c.innodata.csv,csv,2,1926,3,18,Harlow Shapley,BLATHWAYT’S COMET,ENSOR'S COMET; BLATHWAYT’S COMET,Announcement Card number: 2,http://www.cbat.eps.harvard.edu/IAUCs/HAC0002.jpg,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0003.innodata.xml,xml,3,1926,5,15,Harlow Shapley,,,Announcement Card number: 3,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0003.innodata.jpg,jpg,3,1926,5,15,Harlow Shapley,,,Announcement Card number: 3,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0003.innodata.txt,txt,3,1926,5,15,Harlow Shapley,,,Announcement Card number: 3,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0004.innodata.xml,xml,4,1926,7,15,Harlow Shapley,,KOPFF'S COMET (1906-IV),Announcement Card number: 4,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0004.innodata.jpg,jpg,4,1926,7,15,Harlow Shapley,,KOPFF'S COMET (1906-IV),Announcement Card number: 4,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0004.innodata.txt,txt,4,1926,7,15,Harlow Shapley,,KOPFF'S COMET (1906-IV),Announcement Card number: 4,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0004_a.innodata.csv,csv,4,1926,7,15,Harlow Shapley,KOPFF'S COMET (1906-IV),KOPFF'S COMET (1906-IV),Announcement Card number: 4,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0005.innodata.xml,xml,5,1926,8,4,Harlow Shapley,,FINLAY'S COMET (1886 VII),Announcement Card number: 5,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0005.innodata.jpg,jpg,5,1926,8,4,Harlow Shapley,,FINLAY'S COMET (1886 VII),Announcement Card number: 5,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0005.innodata.txt,txt,5,1926,8,4,Harlow Shapley,,FINLAY'S COMET (1886 VII),Announcement Card number: 5,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0005_a.innodata.csv,csv,5,1926,8,4,Harlow Shapley,FINLAY'S COMET (1886 VII),FINLAY'S COMET (1886 VII),Announcement Card number: 5,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0006.innodata.xml,xml,6,1926,9,3,Harlow Shapley,,WILK COMETARY OBJECT,Announcement Card number: 6,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0006.innodata.jpg,jpg,6,1926,9,3,Harlow Shapley,,WILK COMETARY OBJECT,Announcement Card number: 6,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0006.innodata.txt,txt,6,1926,9,3,Harlow Shapley,,WILK COMETARY OBJECT,Announcement Card number: 6,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0006_a.innodata.csv,csv,6,1926,9,3,Harlow Shapley,WILK COMETARY OBJECT,WILK COMETARY OBJECT,Announcement Card number: 6,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0007.innodata.xml,xml,7,1926,10,18,Harlow Shapley,,"GIACOBINI-ZINNER COMET (1900 III, 1913 e)",Announcement Card number: 7,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0007.innodata.jpg,jpg,7,1926,10,18,Harlow Shapley,,"GIACOBINI-ZINNER COMET (1900 III, 1913 e)",Announcement Card number: 7,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0007.innodata.txt,txt,7,1926,10,18,Harlow Shapley,,"GIACOBINI-ZINNER COMET (1900 III, 1913 e)",Announcement Card number: 7,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0007_a.innodata.csv,csv,7,1926,10,18,Harlow Shapley,"GIACOBINI-ZINNER COMET (1900 III, 1913 e)","GIACOBINI-ZINNER COMET (1900 III, 1913 e)",Announcement Card number: 7,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0008.innodata.xml,xml,8,1926,11,8,Harlow Shapley,,New Comet; NEUJMIN'S COMET,Announcement Card number: 8,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0008.innodata.jpg,jpg,8,1926,11,8,Harlow Shapley,,New Comet; NEUJMIN'S COMET,Announcement Card number: 8,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0008.innodata.txt,txt,8,1926,11,8,Harlow Shapley,,New Comet; NEUJMIN'S COMET,Announcement Card number: 8,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0008_a.innodata.csv,csv,8,1926,11,8,Harlow Shapley,New Comet,New Comet; NEUJMIN'S COMET,Announcement Card number: 8,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0008_b.innodata.csv,csv,8,1926,11,8,Harlow Shapley,New Comet,New Comet; NEUJMIN'S COMET,Announcement Card number: 8,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0008_c.innodata.csv,csv,8,1926,11,8,Harlow Shapley,NEUJMIN'S COMET,New Comet; NEUJMIN'S COMET,Announcement Card number: 8,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0009.innodata.xml,xml,9,1920,11,10,Harlow Shapley,,COMAS SOLA'S COMET,Announcement Card number: 9,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0009.innodata.jpg,jpg,9,1920,11,10,Harlow Shapley,,COMAS SOLA'S COMET,Announcement Card number: 9,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0009.innodata.txt,txt,9,1920,11,10,Harlow Shapley,,COMAS SOLA'S COMET,Announcement Card number: 9,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0009_a.innodata.csv,csv,9,1920,11,10,Harlow Shapley,COMAS SOLA'S COMET,COMAS SOLA'S COMET,Announcement Card number: 9,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0010.innodata.xml,xml,10,1926,11,11,Harlow Shapley,,COMAS SOLA'S COMET,Announcement Card number: 10,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0010.innodata.jpg,jpg,10,1926,11,11,Harlow Shapley,,COMAS SOLA'S COMET,Announcement Card number: 10,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0010.innodata.txt,txt,10,1926,11,11,Harlow Shapley,,COMAS SOLA'S COMET,Announcement Card number: 10,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0010_a.innodata.csv,csv,10,1926,11,11,Harlow Shapley,COMAS SOLA'S COMET,COMAS SOLA'S COMET,Announcement Card number: 10,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0011.innodata.xml,xml,11,1926,11,12,Harlow Shapley,,ORBIT OF COMAS SOLA'S CCOMET,Announcement Card number: 11,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0011.innodata.jpg,jpg,11,1926,11,12,Harlow Shapley,,ORBIT OF COMAS SOLA'S CCOMET,Announcement Card number: 11,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0011.innodata.txt,txt,11,1926,11,12,Harlow Shapley,,ORBIT OF COMAS SOLA'S CCOMET,Announcement Card number: 11,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0011_a.innodata.csv,csv,11,1926,11,12,Harlow Shapley,ORBIT OF COMAS SOLA'S CCOMET,ORBIT OF COMAS SOLA'S CCOMET,Announcement Card number: 11,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0012.innodata.xml,xml,12,1926,11,15,Harlow Shapley,,COMAS SOLA'S COMET,Announcement Card number: 12,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0012.innodata.jpg,jpg,12,1926,11,15,Harlow Shapley,,COMAS SOLA'S COMET,Announcement Card number: 12,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0012.innodata.txt,txt,12,1926,11,15,Harlow Shapley,,COMAS SOLA'S COMET,Announcement Card number: 12,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0012_a.innodata.csv,csv,12,1926,11,15,Harlow Shapley,COMAS SOLA'S COMET,COMAS SOLA'S COMET,Announcement Card number: 12,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0012_b.innodata.csv,csv,12,1926,11,15,Harlow Shapley,COMAS SOLA'S COMET,COMAS SOLA'S COMET,Announcement Card number: 12,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0012_c.innodata.csv,csv,12,1926,11,15,Harlow Shapley,COMAS SOLA'S COMET,COMAS SOLA'S COMET,Announcement Card number: 12,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0013.innodata.xml,xml,13,1926,12,15,Harlow Shapley,,COMAS SOLA'S COMET (1926 f),Announcement Card number: 13,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0013.innodata.jpg,jpg,13,1926,12,15,Harlow Shapley,,COMAS SOLA'S COMET (1926 f),Announcement Card number: 13,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0013.innodata.txt,txt,13,1926,12,15,Harlow Shapley,,COMAS SOLA'S COMET (1926 f),Announcement Card number: 13,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0013_a.innodata.csv,csv,13,1926,12,15,Harlow Shapley,COMAS SOLA'S COMET (1926 f),COMAS SOLA'S COMET (1926 f),Announcement Card number: 13,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0013_b.innodata.csv,csv,13,1926,12,15,Harlow Shapley,COMAS SOLA'S COMET (1926 f),COMAS SOLA'S COMET (1926 f),Announcement Card number: 13,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0001_0013_c.innodata.csv,csv,13,1926,12,15,Harlow Shapley,COMAS SOLA'S COMET (1926 f),COMAS SOLA'S COMET (1926 f),Announcement Card number: 13,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0001.innodata.xml,xml,14,1927,1,17,Harlow Shapley,,New Comet,Announcement Card number: 14,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0001.innodata.jpg,jpg,14,1927,1,17,Harlow Shapley,,New Comet,Announcement Card number: 14,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0001.innodata.txt,txt,14,1927,1,17,Harlow Shapley,,New Comet,Announcement Card number: 14,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0001_a.innodata.csv,csv,14,1927,1,17,Harlow Shapley,New Comet,New Comet,Announcement Card number: 14,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0002.innodata.xml,xml,15,1927,1,19,Harlow Shapley,,BLATHWAYT’S COMET,Announcement Card number: 15,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0002.innodata.jpg,jpg,15,1927,1,19,Harlow Shapley,,BLATHWAYT’S COMET,Announcement Card number: 15,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0002.innodata.txt,txt,15,1927,1,19,Harlow Shapley,,BLATHWAYT’S COMET,Announcement Card number: 15,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0002_a.innodata.csv,csv,15,1927,1,19,Harlow Shapley,BLATHWAYT’S COMET,BLATHWAYT’S COMET,Announcement Card number: 15,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0003.innodata.xml,xml,16,1927,1,29,Harlow Shapley,,New Comet,Announcement Card number: 16,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0003.innodata.jpg,jpg,16,1927,1,29,Harlow Shapley,,New Comet,Announcement Card number: 16,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0003.innodata.txt,txt,16,1927,1,29,Harlow Shapley,,New Comet,Announcement Card number: 16,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0003_a.innodata.csv,csv,16,1927,1,29,Harlow Shapley,New Comet,New Comet,Announcement Card number: 16,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0004.innodata.xml,xml,17,1927,2,7,Harlow Shapley,,ORBIT OF REID'S COMET; EPHEMERIS FOR REID'S COMET,Announcement Card number: 17,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0004.innodata.jpg,jpg,17,1927,2,7,Harlow Shapley,,ORBIT OF REID'S COMET; EPHEMERIS FOR REID'S COMET,Announcement Card number: 17,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0004.innodata.txt,txt,17,1927,2,7,Harlow Shapley,,ORBIT OF REID'S COMET; EPHEMERIS FOR REID'S COMET,Announcement Card number: 17,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0004_a.innodata.csv,csv,17,1927,2,7,Harlow Shapley,ORBIT OF REID'S COMET,ORBIT OF REID'S COMET; EPHEMERIS FOR REID'S COMET,Announcement Card number: 17,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0004_b.innodata.csv,csv,17,1927,2,7,Harlow Shapley,EPHEMERIS FOR REID'S COMET,ORBIT OF REID'S COMET; EPHEMERIS FOR REID'S COMET,Announcement Card number: 17,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0005.innodata.xml,xml,18,1927,2,12,Harlow Shapley,,NEW OBJECT,Announcement Card number: 18,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0005.innodata.jpg,jpg,18,1927,2,12,Harlow Shapley,,NEW OBJECT,Announcement Card number: 18,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0005.innodata.txt,txt,18,1927,2,12,Harlow Shapley,,NEW OBJECT,Announcement Card number: 18,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0005_a.innodata.csv,csv,18,1927,2,12,Harlow Shapley,NEW OBJECT,NEW OBJECT,Announcement Card number: 18,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0006.innodata.xml,xml,19,1927,3,4,Harlow Shapley,,Comet Pons-Winnecke,Announcement Card number: 19,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0006.innodata.jpg,jpg,19,1927,3,4,Harlow Shapley,,Comet Pons-Winnecke,Announcement Card number: 19,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0006.innodata.txt,txt,19,1927,3,4,Harlow Shapley,,Comet Pons-Winnecke,Announcement Card number: 19,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0006_a.innodata.csv,csv,19,1927,3,4,Harlow Shapley,Comet Pons-Winnecke,Comet Pons-Winnecke,Announcement Card number: 19,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0007.innodata.xml,xml,20,1927,3,9,Harlow Shapley,,Comet Pons-Winnecke,Announcement Card number: 20,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0007.innodata.jpg,jpg,20,1927,3,9,Harlow Shapley,,Comet Pons-Winnecke,Announcement Card number: 20,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0007.innodata.txt,txt,20,1927,3,9,Harlow Shapley,,Comet Pons-Winnecke,Announcement Card number: 20,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
HCOAnnouncement0002_0007_a.innodata.csv,csv,20,1927,3,9,Harlow Shapley,Comet Pons-Winnecke,Comet Pons-Winnecke,Announcement Card number: 20,,Astronomy--Observations; Astronomy--Research; Astronomical observatories; Variable stars; Women astronomers; ,History of Science; History of Astronomy,http://www.cbat.eps.harvard.edu
